Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
Mexico,2007,Polio,Metabolic,4.74,14.44,1.53,0-18,Other,846427,60.26,4.3,9.46,Therapy,47092,No,97.5,2322,3.33,20605,0.71,55.52
USA,2016,Zika,Respiratory,7.84,2.14,9.24,61+,Other,455944,89.15,4.44,6.09,Vaccination,26704,No,73.48,1185,6.07,41066,0.73,37.95
Brazil,2019,Measles,Respiratory,0.34,4.21,3.72,0-18,Female,642932,57.02,2.41,7.7,Vaccination,16676,Yes,89.38,4688,6.04,23315,0.66,42.89
UK,2021,HIV/AIDS,Neurological,18.53,9.86,1.7,19-35,Other,835901,92.99,1.68,0.96,Surgery,20734,No,73.08,339,0.31,38082,0.43,88.45
Japan,2011,Alzheimer's Disease,Chronic,1.03,5.77,9.76,61+,Male,935882,63.45,4.89,3.21,Therapy,16340,Yes,62.26,85,8.09,3038,0.85,26.05
Mexico,2007,COVID-19,Parasitic,9.85,11.19,4.91,19-35,Other,686067,56.38,1.44,4.66,Vaccination,10698,No,69.47,3683,4.62,56746,0.64,72.09
USA,2005,Leprosy,Parasitic,4.74,14.61,8.71,61+,Male,170489,70.22,2.92,2.58,Surgery,48234,No,58.77,3895,7.27,71365,0.77,44.85
USA,2015,Zika,Infectious,11.81,14.8,2.28,0-18,Other,251694,59.38,2.88,5.01,Therapy,15432,No,50.69,2083,1.78,52375,0.44,78.68
Argentina,2000,Influenza,Neurological,5.68,2.68,8.36,0-18,Other,891346,95.14,2.33,7.82,Vaccination,34541,Yes,59.94,3967,7.42,23479,0.84,83.33
Turkey,2005,HIV/AIDS,Respiratory,19.82,9.34,2.77,0-18,Female,634441,66.68,1.92,0.6,Therapy,29445,No,96.42,3173,3.9,81626,0.41,34.53
Turkey,2010,Dengue,Parasitic,7.86,6.5,0.72,61+,Male,434869,57.21,4.37,1.7,Therapy,30094,No,67.42,1900,8.34,54496,0.41,25.62
China,2008,Rabies,Autoimmune,18.28,14.52,5.07,61+,Female,884699,77.52,4.83,9.86,Surgery,28984,No,60.1,2612,7.86,57769,0.64,36.33
Mexico,2010,Diabetes,Genetic,4.52,7.92,2.03,0-18,Female,906076,92.27,2.18,9.56,Medication,33795,No,73.85,3061,3.33,99201,0.78,56.94
Brazil,2009,Rabies,Bacterial,3.39,6.44,1.39,36-60,Female,534577,52.94,4.15,1.28,Therapy,11433,No,70.47,1025,5.18,2740,0.6,63.83
Japan,2011,Ebola,Cardiovascular,12.98,10.56,0.93,19-35,Other,195512,65.21,4.0,7.44,Medication,2873,Yes,56.31,4195,6.92,80210,0.87,62.17
Canada,2019,COVID-19,Neurological,15.07,14.77,5.1,19-35,Other,188850,62.71,2.13,1.47,Vaccination,29028,Yes,68.89,89,8.29,51732,0.83,51.03
Russia,2002,Zika,Genetic,1.94,3.06,8.55,19-35,Male,348139,50.15,3.52,7.94,Medication,23877,No,84.86,1164,6.38,56068,0.57,75.54
Mexico,2016,Alzheimer's Disease,Chronic,12.12,3.74,8.55,19-35,Male,386346,60.25,2.49,0.75,Vaccination,39543,No,56.56,380,7.7,44053,0.47,52.54
Indonesia,2014,Dengue,Cardiovascular,9.24,5.42,2.04,36-60,Male,383741,84.06,3.35,1.36,Surgery,5165,Yes,98.98,643,6.85,67247,0.66,32.02
China,2023,Dengue,Neurological,6.03,4.82,9.09,19-35,Other,875120,72.45,1.49,9.43,Vaccination,37272,No,75.52,2390,0.44,66903,0.69,59.01
Canada,2013,Cancer,Viral,12.73,5.59,8.5,36-60,Female,901806,83.48,3.63,2.5,Vaccination,7508,Yes,75.38,3972,5.68,700,0.82,70.23
Turkey,2019,Measles,Autoimmune,18.9,4.27,3.92,0-18,Male,891515,65.1,1.74,2.33,Therapy,26839,No,92.11,1500,4.15,93853,0.43,24.3
UK,2009,Influenza,Viral,11.99,10.47,1.14,36-60,Other,420721,66.41,4.06,7.77,Medication,25737,Yes,65.79,4773,0.45,65422,0.44,70.67
Canada,2005,Rabies,Autoimmune,6.76,6.2,5.63,0-18,Female,889513,52.13,3.01,4.32,Surgery,35509,Yes,78.54,1840,4.18,87304,0.61,50.45
India,2017,Malaria,Chronic,4.75,2.56,9.64,36-60,Male,292431,64.7,1.31,8.74,Surgery,32289,Yes,82.31,142,5.08,15696,0.49,81.86
Argentina,2022,Hepatitis,Genetic,13.05,14.71,3.15,0-18,Female,668005,69.67,3.45,3.55,Vaccination,11111,Yes,78.25,4715,6.01,99786,0.81,30.89
Mexico,2024,Asthma,Cardiovascular,3.17,0.25,9.18,19-35,Other,89863,77.31,4.18,3.14,Therapy,12004,Yes,57.89,3839,5.41,49323,0.43,84.49
Germany,2019,COVID-19,Neurological,1.04,4.84,8.03,36-60,Other,994270,54.13,3.65,0.59,Vaccination,15417,Yes,65.82,3913,4.26,94848,0.79,59.48
Japan,2014,Ebola,Cardiovascular,16.59,5.01,0.86,36-60,Other,212505,77.38,1.59,3.02,Therapy,43150,No,84.72,4720,3.05,54849,0.49,24.94
Indonesia,2005,Malaria,Infectious,11.67,2.94,8.81,0-18,Male,754820,80.96,2.65,6.51,Surgery,32349,No,90.53,4000,2.4,49602,0.82,69.94
Italy,2015,COVID-19,Neurological,4.53,8.54,6.41,19-35,Other,720269,63.93,2.75,8.58,Therapy,16634,Yes,74.85,4065,5.52,66758,0.86,39.63
Indonesia,2017,Alzheimer's Disease,Respiratory,15.17,10.65,9.77,19-35,Female,703063,54.15,4.2,8.8,Medication,19763,Yes,87.96,897,0.73,2767,0.65,86.92
Indonesia,2016,Diabetes,Viral,17.39,14.6,2.52,19-35,Female,393082,77.35,0.86,1.44,Medication,17512,Yes,61.88,1605,5.03,18962,0.67,59.1
Indonesia,2024,HIV/AIDS,Chronic,14.09,8.42,2.43,61+,Other,5105,68.94,1.96,5.44,Vaccination,16179,No,56.35,3375,7.14,90953,0.72,69.66
Nigeria,2022,Asthma,Parasitic,8.98,13.05,6.94,0-18,Male,426879,50.81,3.66,4.02,Vaccination,20307,No,61.26,4201,0.43,5663,0.48,76.65
South Korea,2016,Alzheimer's Disease,Autoimmune,4.05,12.15,7.81,19-35,Other,98510,94.15,4.12,5.41,Therapy,34992,No,58.24,984,2.58,62198,0.47,54.57
Japan,2002,Tuberculosis,Metabolic,13.48,9.94,1.35,0-18,Female,22764,69.63,3.0,6.47,Surgery,48989,No,63.98,200,4.33,35574,0.57,61.75
UK,2004,Influenza,Genetic,16.56,13.02,5.27,36-60,Other,12802,83.51,2.69,2.73,Surgery,28766,No,70.49,269,7.33,86223,0.71,62.46
Mexico,2001,Leprosy,Genetic,9.53,12.33,4.46,36-60,Male,793571,69.16,2.8,9.4,Medication,8705,No,55.25,3680,5.32,43179,0.7,46.68
Nigeria,2008,Zika,Respiratory,7.54,8.23,4.17,61+,Female,770153,94.55,0.9,8.07,Surgery,7465,No,52.63,181,5.14,1303,0.85,57.87
Nigeria,2022,Leprosy,Cardiovascular,0.28,6.25,2.84,61+,Other,389178,90.83,4.97,4.99,Surgery,39024,No,65.49,3224,3.83,30152,0.68,84.92
China,2003,Rabies,Metabolic,9.07,11.42,7.31,0-18,Other,987506,68.39,1.87,1.14,Medication,10953,No,61.21,2098,4.34,62387,0.55,80.67
Russia,2010,Influenza,Parasitic,3.68,12.57,1.41,61+,Female,861907,54.54,3.17,9.39,Therapy,21292,No,64.28,768,4.97,3053,0.73,40.69
France,2013,Polio,Genetic,9.74,5.12,8.14,0-18,Other,287382,71.62,4.04,5.95,Surgery,39208,Yes,95.91,2230,5.39,44535,0.8,42.48
South Africa,2005,Tuberculosis,Viral,18.07,3.66,6.7,19-35,Female,572962,63.9,2.64,1.18,Vaccination,42588,No,75.93,83,7.17,29411,0.85,22.12
Italy,2012,Asthma,Autoimmune,11.82,8.96,7.34,61+,Other,645597,86.61,0.69,5.22,Surgery,17420,No,58.6,908,2.46,52396,0.56,63.39
Turkey,2016,Cholera,Chronic,19.96,6.21,3.19,61+,Male,974931,61.26,3.84,5.23,Therapy,25427,Yes,50.55,2784,2.78,91989,0.46,28.96
South Africa,2010,Ebola,Respiratory,10.26,1.94,8.25,0-18,Male,664612,80.66,0.69,8.35,Therapy,28968,No,56.32,1286,5.88,93998,0.82,42.34
Australia,2015,COVID-19,Neurological,9.26,8.84,5.68,61+,Male,585864,60.29,4.46,6.26,Medication,21760,Yes,90.49,555,0.28,44468,0.47,27.06
China,2005,Hypertension,Respiratory,3.88,1.9,5.48,0-18,Male,903617,81.19,4.7,3.81,Surgery,6854,Yes,53.44,1726,4.46,94370,0.4,48.85
Mexico,2024,Diabetes,Metabolic,11.97,6.22,9.82,61+,Other,882357,55.08,2.51,2.77,Therapy,28939,No,69.13,3720,7.18,78417,0.72,71.24
South Korea,2017,Tuberculosis,Genetic,11.48,2.62,7.01,0-18,Other,56364,63.87,2.52,2.38,Therapy,35994,No,71.05,440,8.1,54583,0.69,50.87
Mexico,2001,HIV/AIDS,Neurological,15.15,3.14,7.52,61+,Other,168205,71.24,4.73,4.99,Therapy,37903,Yes,95.89,3045,2.06,16813,0.78,49.64
Russia,2018,Measles,Metabolic,17.44,3.79,1.99,36-60,Female,388712,70.57,1.01,4.7,Vaccination,9911,No,73.66,4613,8.78,73889,0.59,84.83
Brazil,2011,Tuberculosis,Genetic,16.21,4.76,3.47,36-60,Female,880781,99.37,4.84,5.51,Surgery,27778,Yes,88.86,3024,3.43,62565,0.82,68.66
Germany,2016,Influenza,Infectious,12.86,13.57,6.12,19-35,Female,940475,76.32,4.16,3.96,Therapy,21623,Yes,82.31,386,7.84,2074,0.62,89.27
Australia,2021,Hepatitis,Autoimmune,12.74,7.26,7.93,61+,Female,995073,87.89,3.93,5.69,Vaccination,42360,No,86.57,4022,5.76,47680,0.58,79.9
Argentina,2003,Parkinson's Disease,Chronic,18.56,14.08,4.56,0-18,Male,478668,91.22,4.03,1.27,Vaccination,21074,Yes,83.6,650,8.56,62110,0.49,29.82
Indonesia,2019,Zika,Chronic,16.44,10.49,8.06,36-60,Female,450809,88.12,3.1,9.82,Vaccination,34178,Yes,52.41,3852,7.19,55798,0.43,34.78
USA,2003,Parkinson's Disease,Infectious,10.66,4.8,1.09,61+,Female,882143,83.56,4.38,5.85,Surgery,41583,No,90.22,284,9.73,13626,0.5,47.61
Turkey,2012,Asthma,Parasitic,3.33,6.99,7.14,61+,Other,496893,80.93,4.76,0.53,Vaccination,46498,Yes,81.88,4827,1.48,84107,0.76,56.28
Germany,2003,Influenza,Infectious,0.92,9.15,3.77,36-60,Other,356914,92.41,0.78,6.08,Vaccination,19390,Yes,68.16,1006,8.92,55959,0.57,39.21
Germany,2016,Measles,Viral,17.72,11.09,6.36,36-60,Other,775431,51.06,1.45,1.09,Vaccination,30867,No,95.53,3977,2.6,3954,0.71,20.76
Canada,2010,Tuberculosis,Respiratory,1.35,6.06,7.12,19-35,Female,654373,56.5,3.4,2.06,Medication,5981,No,65.83,2110,8.73,41269,0.8,38.61
South Africa,2014,Hepatitis,Respiratory,13.92,2.36,8.04,19-35,Male,533109,79.64,2.84,0.88,Surgery,44105,Yes,97.23,3984,8.74,68560,0.81,88.05
Saudi Arabia,2007,Tuberculosis,Viral,0.93,13.86,3.81,19-35,Male,574859,98.45,2.49,4.16,Surgery,23080,No,74.2,13,5.64,36196,0.71,61.98
Brazil,2021,Malaria,Genetic,10.87,3.73,2.39,0-18,Other,621677,97.87,3.8,4.47,Therapy,19131,Yes,75.47,458,6.94,96992,0.79,21.65
Indonesia,2013,Cancer,Autoimmune,11.68,13.43,2.89,0-18,Male,521674,57.6,0.55,0.8,Therapy,42814,No,73.97,3870,6.94,5288,0.74,89.1
Turkey,2013,Dengue,Respiratory,17.03,12.11,1.19,61+,Male,368664,53.57,4.74,4.2,Surgery,43900,Yes,63.19,4476,5.81,68594,0.62,57.57
UK,2011,Asthma,Cardiovascular,6.68,6.81,5.6,19-35,Other,502378,72.36,0.86,1.87,Medication,1521,No,93.88,78,4.42,86205,0.54,34.08
Argentina,2016,Cancer,Neurological,9.01,9.45,3.41,19-35,Male,158226,83.03,3.9,8.07,Vaccination,17236,No,92.83,459,5.29,63498,0.87,65.24
USA,2021,Zika,Chronic,17.87,14.19,1.37,0-18,Female,386887,88.08,1.92,3.06,Vaccination,145,No,66.21,4752,1.81,23251,0.83,21.24
Saudi Arabia,2023,Zika,Neurological,6.39,6.35,0.28,0-18,Male,646947,91.05,3.8,8.24,Vaccination,38467,No,58.08,1973,2.35,69393,0.61,82.45
Turkey,2011,Cholera,Viral,13.82,8.56,8.57,61+,Male,521907,64.85,1.73,2.34,Vaccination,1528,Yes,89.12,656,8.29,57056,0.79,60.04
USA,2018,Asthma,Respiratory,6.72,14.44,2.52,61+,Male,630025,72.74,1.43,8.45,Medication,5177,No,70.07,2320,1.88,38626,0.42,23.91
USA,2015,Hepatitis,Autoimmune,1.56,10.59,5.62,0-18,Female,33710,99.54,1.75,5.99,Vaccination,47159,No,83.94,932,0.03,71302,0.42,40.18
South Korea,2003,COVID-19,Respiratory,15.58,13.67,3.44,0-18,Female,797183,88.31,3.04,3.33,Medication,44163,Yes,75.48,3260,3.52,10230,0.52,83.8
France,2016,Hepatitis,Metabolic,18.02,5.28,0.97,19-35,Other,707294,63.82,4.29,8.0,Medication,6576,No,80.19,320,2.23,6834,0.79,51.58
Italy,2012,Malaria,Viral,6.24,8.72,4.44,19-35,Female,720732,55.5,4.68,1.08,Vaccination,4192,Yes,62.53,3846,5.56,69908,0.52,65.6
France,2018,Cancer,Parasitic,2.61,13.77,9.08,0-18,Male,357503,50.87,2.55,0.64,Therapy,35842,No,70.04,2677,1.7,30318,0.68,36.68
South Africa,2013,Ebola,Chronic,14.78,7.65,4.32,36-60,Male,386836,76.06,2.65,3.66,Vaccination,10848,Yes,50.13,2440,5.28,89200,0.79,75.35
Japan,2001,Parkinson's Disease,Cardiovascular,6.75,10.83,2.75,36-60,Female,822409,61.27,1.22,4.74,Vaccination,1237,Yes,76.04,3510,8.24,39816,0.67,66.71
Australia,2019,Hepatitis,Viral,3.36,3.62,7.23,0-18,Female,597594,76.14,2.76,3.72,Medication,32238,Yes,97.52,47,6.93,38596,0.85,64.61
Japan,2024,Cholera,Cardiovascular,15.67,3.56,1.14,0-18,Male,959054,89.22,2.69,1.37,Medication,1913,Yes,89.28,4893,5.62,90139,0.71,84.77
Indonesia,2020,Diabetes,Cardiovascular,4.08,1.55,2.37,0-18,Female,245847,58.92,2.28,2.08,Medication,5938,Yes,62.41,3754,3.38,39258,0.87,69.4
Japan,2002,Cancer,Parasitic,2.19,13.45,4.17,19-35,Female,910802,63.17,3.83,0.63,Therapy,36521,No,98.5,445,1.94,7669,0.5,83.18
UK,2003,COVID-19,Respiratory,7.88,8.47,5.31,36-60,Other,345879,64.09,3.76,7.96,Therapy,13428,No,90.51,3590,3.74,36761,0.77,56.55
Italy,2024,Cholera,Neurological,15.46,9.92,2.84,19-35,Male,954355,88.22,1.6,2.35,Medication,21818,Yes,91.66,1472,8.64,58184,0.87,68.58
Argentina,2017,Measles,Viral,9.83,11.29,7.3,19-35,Male,802896,61.03,4.75,7.91,Medication,33982,No,50.53,945,3.18,70458,0.88,47.86
Brazil,2003,Cholera,Autoimmune,6.85,9.28,4.55,19-35,Other,66576,63.71,1.74,4.26,Therapy,22465,Yes,77.73,4194,3.95,1577,0.47,25.21
South Korea,2013,Leprosy,Infectious,11.73,5.15,9.39,36-60,Female,611948,66.52,4.85,1.88,Medication,11580,No,53.7,1720,2.45,32472,0.85,30.96
France,2011,Malaria,Infectious,13.18,13.83,7.37,61+,Female,472938,83.35,3.02,4.59,Vaccination,45459,Yes,90.64,3227,8.48,19844,0.42,76.37
Indonesia,2011,Asthma,Neurological,3.98,14.32,6.88,19-35,Other,107429,74.47,3.46,4.91,Surgery,2653,No,67.76,103,3.31,65602,0.55,38.83
Mexico,2016,HIV/AIDS,Chronic,10.69,4.01,6.21,36-60,Male,587521,87.64,4.45,2.84,Vaccination,2748,Yes,67.49,4316,7.55,31600,0.66,87.49
Saudi Arabia,2022,Rabies,Neurological,6.04,8.48,4.25,36-60,Male,944006,60.56,2.35,1.92,Therapy,10658,Yes,52.09,1767,5.68,96672,0.51,70.31
Germany,2012,Dengue,Cardiovascular,10.86,6.08,3.89,61+,Female,597132,99.71,4.01,7.1,Medication,33179,Yes,98.79,1474,4.69,95635,0.83,45.55
Brazil,2015,Dengue,Viral,10.41,4.83,0.58,61+,Other,742944,95.91,4.33,7.73,Therapy,24261,No,50.19,3992,7.78,7299,0.77,86.88
India,2013,Parkinson's Disease,Cardiovascular,15.56,11.67,4.58,19-35,Male,682951,81.18,4.76,5.39,Surgery,28465,Yes,57.18,4800,4.03,54192,0.76,84.74
India,2009,Ebola,Chronic,9.92,4.41,7.18,19-35,Other,207402,94.98,1.89,6.85,Medication,1754,Yes,71.83,4382,6.0,52514,0.74,39.55
Canada,2013,Hypertension,Chronic,11.61,13.76,4.12,19-35,Male,269676,96.96,2.62,5.14,Vaccination,20757,Yes,84.36,4127,0.87,70629,0.56,61.89
Australia,2017,Dengue,Metabolic,8.79,7.42,8.02,19-35,Other,447992,90.77,0.58,1.62,Vaccination,11849,No,91.66,1888,2.76,11510,0.55,27.66
Italy,2022,Cancer,Neurological,12.63,0.9,8.83,61+,Male,566242,95.78,3.8,6.92,Surgery,45206,Yes,67.36,3462,6.34,94341,0.64,37.3
Russia,2002,Hypertension,Autoimmune,9.87,2.28,9.48,36-60,Male,741450,78.25,2.44,3.16,Medication,23463,No,62.21,1488,7.39,90004,0.84,68.15
UK,2007,Malaria,Respiratory,3.17,3.44,9.78,36-60,Female,543065,60.01,2.62,6.84,Surgery,36902,No,51.59,3510,0.82,57175,0.46,53.95
Japan,2020,Hepatitis,Infectious,18.21,14.71,1.5,36-60,Female,575931,78.96,2.13,3.63,Surgery,28765,Yes,83.16,1392,0.27,39270,0.62,61.17
USA,2010,Cancer,Autoimmune,7.71,5.0,8.34,36-60,Female,884449,74.55,0.84,6.82,Therapy,17828,Yes,72.05,1836,5.48,6218,0.61,47.94
Indonesia,2016,Malaria,Neurological,0.72,8.74,5.26,19-35,Female,228114,79.9,1.77,7.26,Vaccination,277,No,57.7,432,4.73,98237,0.77,39.16
Saudi Arabia,2008,Leprosy,Infectious,13.35,14.19,3.86,61+,Female,707756,85.75,4.06,6.06,Therapy,34675,Yes,87.38,2743,7.83,93457,0.69,27.25
Australia,2011,Hypertension,Viral,12.98,7.98,4.52,36-60,Male,988098,82.32,3.7,9.01,Surgery,22477,Yes,76.05,860,2.98,6937,0.55,64.46
Canada,2015,Alzheimer's Disease,Chronic,9.55,2.32,8.49,61+,Male,208941,83.93,4.06,8.63,Medication,45395,Yes,90.7,2257,5.7,34645,0.73,37.48
Argentina,2020,Ebola,Autoimmune,18.26,4.0,4.94,19-35,Female,802775,82.83,1.27,3.6,Therapy,47323,No,61.7,1072,1.92,15433,0.54,22.56
USA,2000,Alzheimer's Disease,Cardiovascular,0.39,2.17,1.65,0-18,Other,239568,60.61,2.36,5.4,Vaccination,36070,No,62.08,311,1.11,32604,0.85,59.08
Turkey,2017,Measles,Cardiovascular,14.09,3.26,2.9,36-60,Other,105703,93.16,0.98,6.78,Vaccination,23033,No,98.03,3513,1.72,5032,0.54,31.48
Russia,2012,Cancer,Autoimmune,6.73,3.4,7.21,0-18,Male,737615,58.32,1.27,8.39,Surgery,25545,Yes,65.67,875,7.34,27555,0.8,56.97
Nigeria,2013,HIV/AIDS,Viral,2.46,2.38,5.88,61+,Male,606887,80.49,1.51,6.97,Medication,3803,Yes,84.09,2166,5.87,27822,0.83,28.76
Italy,2019,Influenza,Genetic,1.42,14.65,5.57,0-18,Female,142344,62.75,0.87,3.46,Therapy,9671,Yes,51.9,2467,8.29,2867,0.72,33.08
Germany,2008,Leprosy,Neurological,10.37,2.99,2.97,61+,Other,668388,81.28,1.66,8.12,Medication,42037,Yes,55.31,2114,0.22,12754,0.7,38.47
Brazil,2022,Cholera,Neurological,13.19,12.66,8.66,0-18,Male,996668,61.4,2.47,5.63,Surgery,43371,Yes,94.3,1794,9.37,37565,0.69,32.92
UK,2018,Leprosy,Viral,17.59,14.06,4.54,36-60,Other,720342,67.51,2.9,5.04,Therapy,18197,Yes,87.16,4390,2.39,46176,0.78,78.62
Japan,2007,Dengue,Neurological,10.58,8.33,8.57,0-18,Female,256622,84.02,0.55,8.74,Therapy,6655,No,73.34,3418,2.01,46472,0.52,50.31
Turkey,2012,Hypertension,Metabolic,15.43,13.39,8.55,19-35,Male,925262,80.49,1.07,8.72,Therapy,40162,Yes,87.4,2387,4.3,83958,0.46,84.77
Nigeria,2023,Ebola,Viral,13.83,10.25,1.54,61+,Male,440612,73.52,3.52,6.12,Therapy,16172,No,51.13,4714,9.59,68402,0.59,66.39
Canada,2014,COVID-19,Viral,2.96,0.65,0.16,61+,Female,785063,68.74,2.74,5.18,Vaccination,39964,No,97.66,189,9.13,83064,0.74,22.27
India,2000,Zika,Viral,15.63,0.59,9.44,19-35,Female,805003,99.9,3.17,5.71,Surgery,14359,Yes,81.21,2285,5.66,66510,0.57,20.16
UK,2015,Malaria,Infectious,10.18,11.83,2.66,0-18,Female,524477,59.11,3.56,0.75,Medication,2133,No,50.86,4123,9.7,49319,0.53,73.24
Brazil,2005,Hypertension,Infectious,3.57,9.93,5.55,61+,Female,945820,72.7,1.73,8.17,Therapy,41094,Yes,74.55,2781,7.19,60915,0.46,62.14
China,2011,Tuberculosis,Respiratory,18.36,13.31,4.96,0-18,Female,657498,87.53,4.48,4.4,Medication,31088,No,50.54,3348,2.29,21927,0.76,49.68
Japan,2004,Influenza,Cardiovascular,16.48,4.91,4.86,0-18,Female,470255,81.65,1.39,0.65,Surgery,27484,Yes,84.93,1897,5.78,78252,0.75,79.59
South Africa,2014,Cholera,Metabolic,3.56,1.35,6.93,36-60,Male,364803,59.68,2.62,2.91,Therapy,19012,No,60.29,3262,2.37,72025,0.68,69.25
Mexico,2009,COVID-19,Respiratory,16.76,7.32,8.55,61+,Male,305604,62.73,2.89,3.08,Surgery,39356,Yes,59.3,735,8.34,34408,0.74,61.46
Nigeria,2010,Asthma,Infectious,5.49,0.6,8.0,61+,Other,998850,64.25,3.49,8.09,Vaccination,19366,Yes,53.37,4389,9.6,99711,0.74,75.28
South Africa,2020,Parkinson's Disease,Parasitic,18.19,1.43,2.12,19-35,Female,255406,72.12,2.6,5.02,Medication,34516,No,93.35,190,3.71,52269,0.52,36.79
Nigeria,2023,Diabetes,Metabolic,10.02,14.57,9.41,0-18,Male,101035,87.98,1.8,7.9,Therapy,10226,No,52.78,2663,8.79,63328,0.8,33.44
France,2010,Asthma,Autoimmune,3.37,7.91,8.71,61+,Other,816884,81.07,2.82,8.58,Surgery,10346,No,91.83,2401,8.88,82157,0.77,36.31
Turkey,2000,HIV/AIDS,Respiratory,12.56,5.64,6.42,0-18,Other,827505,99.81,1.15,4.62,Medication,7843,Yes,69.44,510,8.78,96225,0.4,56.16
South Africa,2017,Rabies,Autoimmune,13.15,2.35,4.6,0-18,Female,309342,91.28,2.55,4.4,Surgery,16211,No,74.73,2760,4.34,61261,0.75,83.82
Indonesia,2020,COVID-19,Bacterial,12.43,2.22,9.04,61+,Male,855021,84.24,4.47,6.01,Surgery,24647,No,66.75,261,9.08,65277,0.67,69.71
Turkey,2020,Rabies,Metabolic,7.65,1.89,0.89,0-18,Male,921350,66.11,2.58,7.52,Vaccination,23170,No,79.39,4800,2.05,76559,0.51,74.64
Saudi Arabia,2012,HIV/AIDS,Cardiovascular,18.84,4.2,8.28,19-35,Female,103812,91.75,1.07,8.55,Surgery,27120,Yes,95.75,655,9.42,5498,0.57,69.48
India,2004,Influenza,Cardiovascular,6.96,8.22,2.18,0-18,Female,250980,92.56,4.74,3.99,Medication,9776,Yes,63.91,641,0.08,35322,0.63,66.45
Indonesia,2016,Asthma,Viral,9.14,2.28,4.04,36-60,Other,517215,54.8,4.76,7.68,Medication,2357,No,81.0,249,8.11,97901,0.68,82.09
Mexico,2009,COVID-19,Cardiovascular,7.08,2.52,1.2,61+,Male,18856,99.51,3.56,0.55,Therapy,7576,No,80.77,1613,4.44,39574,0.49,56.65
France,2009,Ebola,Neurological,15.44,4.09,1.61,19-35,Female,968357,81.55,1.65,4.45,Medication,14831,Yes,64.97,2663,4.03,7073,0.5,26.12
South Korea,2012,Parkinson's Disease,Metabolic,18.3,10.03,5.74,19-35,Female,36188,74.72,1.98,8.44,Vaccination,31199,Yes,56.81,4703,6.52,74929,0.49,30.58
Canada,2000,Malaria,Chronic,11.03,4.36,4.42,36-60,Other,126665,72.29,4.42,3.32,Surgery,29069,No,98.16,4218,8.13,33165,0.89,77.09
Japan,2023,Parkinson's Disease,Infectious,7.13,9.51,6.84,36-60,Female,10673,67.21,0.79,7.32,Vaccination,28297,No,69.18,241,9.0,8945,0.4,51.1
Italy,2017,Malaria,Viral,5.13,6.19,1.42,0-18,Female,516965,91.24,1.01,9.03,Vaccination,35639,Yes,93.66,745,2.94,9573,0.83,89.36
China,2007,Cancer,Respiratory,13.0,10.69,6.92,36-60,Male,369962,90.65,0.96,5.11,Surgery,1643,Yes,85.86,3100,7.05,54448,0.66,36.21
Brazil,2003,Malaria,Neurological,9.75,12.33,2.53,0-18,Male,409340,63.07,4.72,8.76,Therapy,20601,No,92.59,630,2.66,82937,0.77,33.31
Japan,2004,Zika,Bacterial,13.8,5.08,0.89,0-18,Female,230399,72.8,1.88,2.17,Medication,9621,No,72.01,1639,6.54,98737,0.55,71.0
Russia,2014,Parkinson's Disease,Infectious,5.93,13.98,7.17,0-18,Female,218376,80.56,4.52,6.61,Vaccination,43407,Yes,73.6,501,2.84,85299,0.69,67.86
Indonesia,2021,Asthma,Chronic,6.73,9.67,7.46,36-60,Other,419693,80.78,4.71,4.53,Surgery,10266,Yes,57.66,4322,4.42,19708,0.82,51.3
China,2004,Hepatitis,Infectious,7.02,5.57,5.33,19-35,Male,521069,73.85,1.1,2.26,Vaccination,25619,No,62.3,3249,9.58,40558,0.44,48.04
UK,2012,Cancer,Neurological,18.07,3.82,3.18,61+,Other,324001,55.73,2.63,2.41,Surgery,21393,Yes,57.68,2860,3.19,86845,0.55,74.12
Turkey,2018,Hypertension,Chronic,15.69,7.61,3.18,0-18,Other,683590,61.92,1.67,3.44,Therapy,30908,Yes,64.38,4728,8.39,67473,0.52,30.78
South Africa,2024,Leprosy,Genetic,12.18,10.0,9.99,61+,Male,777512,58.2,0.64,4.84,Surgery,29592,No,68.99,3614,2.02,23299,0.89,86.74
Germany,2023,Hepatitis,Neurological,12.06,12.89,4.61,61+,Other,744131,90.52,1.46,4.19,Vaccination,28154,No,65.63,3053,3.72,88954,0.75,52.46
Argentina,2010,COVID-19,Neurological,7.63,9.89,6.49,36-60,Other,326964,88.09,3.68,6.29,Therapy,21638,No,65.47,3053,8.5,33754,0.77,71.94
Australia,2024,Malaria,Chronic,11.32,2.79,2.51,0-18,Other,497642,94.12,1.92,4.61,Vaccination,28933,No,67.52,2393,1.57,95324,0.83,85.47
China,2002,Ebola,Bacterial,17.11,14.62,7.53,36-60,Male,999942,75.46,1.94,9.2,Vaccination,8345,Yes,81.8,2336,4.02,59928,0.76,31.62
Nigeria,2002,Cholera,Infectious,16.27,4.81,5.56,36-60,Male,811343,72.21,4.67,1.15,Therapy,1670,No,54.74,2752,0.68,31523,0.45,61.47
